prize_id,type,item_id,star,weight,limit,count_min,count_max,,,,,
2,2,124,1,58,0,1,1,,,,,
2,2,129,1,58,0,1,1,,,,,
2,2,115,1,58,0,1,1,,,,,
2,2,117,1,58,0,1,1,,,,,
2,2,14,1,58,0,1,1,,,,,
2,4,50032,0,187,0,3,7,,,,,
2,4,50332,0,187,0,3,7,,,,,
2,4,50663,0,187,0,3,7,,,,,
2,4,50081,0,187,0,3,7,,,,,
2,4,50102,0,187,0,3,7,,,,,
2,4,50122,0,187,0,3,7,,,,,
2,4,50162,0,187,0,3,7,,,,,
2,4,50342,0,187,0,3,7,,,,,
2,4,50432,0,187,0,3,7,,,,,
2,4,50601,0,187,0,3,7,,,,,
2,4,50653,0,187,0,3,7,,,,,
2,4,51363,0,187,0,3,7,,,,,
2,4,50091,0,187,0,3,7,,,,,
2,4,50132,0,187,0,3,7,,,,,
2,4,50242,0,187,0,3,7,,,,,
2,4,50292,0,187,0,3,7,,,,,
2,4,50302,0,187,0,3,7,,,,,
2,4,50313,0,187,0,3,7,,,,,
2,4,50362,0,187,0,3,7,,,,,
2,4,50172,0,187,0,3,7,,,,,
2,4,50112,0,58,0,3,7,,,,,
2,4,50184,0,58,0,3,7,,,,,
2,4,50353,0,58,0,3,7,,,,,
2,4,50373,0,58,0,3,7,,,,,
2,4,50423,0,58,0,3,7,,,,,
2,4,51093,0,58,0,3,7,,,,,
2,4,51193,0,58,0,3,7,,,,,
2,4,51224,0,58,0,3,7,,,,,
2,4,51464,0,58,0,3,7,,,,,
2,4,50273,0,58,0,3,7,,,,,
2,4,50324,0,58,0,3,7,,,,,
2,4,51023,0,58,0,3,7,,,,,
2,4,51243,0,58,0,3,7,,,,,
2,4,51294,0,58,0,3,7,,,,,
2,4,51154,0,58,0,3,7,,,,,
2,4,51173,0,58,0,3,7,,,,,
2,4,50143,0,58,0,3,7,,,,,
2,4,51084,0,17,0,3,7,,,,,
2,4,51314,0,17,0,3,7,,,,,
2,4,51123,0,17,0,3,7,,,,,
2,4,51214,0,17,0,3,7,,,,,
2,4,51344,0,17,0,3,7,,,,,
2,4,51403,0,17,0,3,7,,,,,
2,4,51414,0,17,0,3,7,,,,,
2,4,51034,0,17,0,3,7,,,,,
2,4,51104,0,17,0,3,7,,,,,
2,4,51204,0,17,0,3,7,,,,,
2,4,51054,0,17,0,3,7,,,,,
2,4,51044,0,17,0,3,7,,,,,
2,4,51074,0,17,0,3,7,,,,,
2,4,51384,0,17,0,3,7,,,,,
3,2,1,1,166,0,1,1,,,,,
3,2,5,1,166,0,1,1,,,,,
3,2,61,1,166,0,1,1,,,,,
3,2,4,1,166,0,1,1,,,,,
3,2,15,1,166,0,1,1,,,,,
3,2,20,1,166,0,1,1,,,,,
3,2,69,1,166,0,1,1,,,,,
3,2,63,1,166,0,1,1,,,,,
3,2,59,1,166,0,1,1,,,,,
3,2,3,1,37,0,1,1,,,,,
3,2,33,1,37,0,1,1,,,,,
3,2,66,1,37,0,1,1,,,,,
3,2,8,1,37,0,1,1,,,,,
3,2,10,1,37,0,1,1,,,,,
3,2,12,1,37,0,1,1,,,,,
3,2,16,1,37,0,1,1,,,,,
3,2,34,1,37,0,1,1,,,,,
3,2,43,1,37,0,1,1,,,,,
3,2,60,1,37,0,1,1,,,,,
3,2,65,1,37,0,1,1,,,,,
3,2,136,1,37,0,1,1,,,,,
3,2,9,1,37,0,1,1,,,,,
3,2,13,1,37,0,1,1,,,,,
3,2,24,1,37,0,1,1,,,,,
3,2,29,1,37,0,1,1,,,,,
3,2,30,1,37,0,1,1,,,,,
3,2,31,1,37,0,1,1,,,,,
3,2,36,1,37,0,1,1,,,,,
3,2,17,1,37,0,1,1,,,,,
3,4,50011,0,388,0,3,7,,,,,
3,4,50051,0,388,0,3,7,,,,,
3,4,50611,0,388,0,3,7,,,,,
3,4,50041,0,388,0,3,7,,,,,
3,4,50151,0,388,0,3,7,,,,,
3,4,50203,0,388,0,3,7,,,,,
3,4,50691,0,388,0,3,7,,,,,
3,4,50631,0,388,0,3,7,,,,,
3,4,50591,0,388,0,3,7,,,,,
3,4,50032,0,150,0,3,7,,,,,
3,4,50332,0,150,0,3,7,,,,,
3,4,50663,0,150,0,3,7,,,,,
3,4,50081,0,150,0,3,7,,,,,
3,4,50102,0,150,0,3,7,,,,,
3,4,50122,0,150,0,3,7,,,,,
3,4,50162,0,150,0,3,7,,,,,
3,4,50342,0,150,0,3,7,,,,,
3,4,50432,0,150,0,3,7,,,,,
3,4,50601,0,150,0,3,7,,,,,
3,4,50653,0,150,0,3,7,,,,,
3,4,51363,0,150,0,3,7,,,,,
3,4,50091,0,150,0,3,7,,,,,
3,4,50132,0,150,0,3,7,,,,,
3,4,50242,0,150,0,3,7,,,,,
3,4,50292,0,150,0,3,7,,,,,
3,4,50302,0,150,0,3,7,,,,,
3,4,50313,0,150,0,3,7,,,,,
3,4,50362,0,150,0,3,7,,,,,
3,4,50172,0,150,0,3,7,,,,,
4,2,11,1,117,0,1,1,,,,,
4,2,18,1,117,0,1,1,,,,,
4,2,35,1,117,0,1,1,,,,,
4,2,37,1,117,0,1,1,,,,,
4,2,42,1,117,0,1,1,,,,,
4,2,109,1,117,0,1,1,,,,,
4,2,119,1,117,0,1,1,,,,,
4,2,122,1,117,0,1,1,,,,,
4,2,146,1,117,0,1,1,,,,,
4,2,27,1,117,0,1,1,,,,,
4,2,32,1,117,0,1,1,,,,,
4,2,102,1,117,0,1,1,,,,,
4,2,124,1,117,0,1,1,,,,,
4,2,129,1,117,0,1,1,,,,,
4,2,115,1,117,0,1,1,,,,,
4,2,117,1,117,0,1,1,,,,,
4,2,14,1,117,0,1,1,,,,,
4,2,108,1,71,0,1,1,,,,,
4,2,131,1,71,0,1,1,,,,,
4,2,112,1,71,0,1,1,,,,,
4,2,121,1,71,0,1,1,,,,,
4,2,134,1,71,0,1,1,,,,,
4,2,140,1,71,0,1,1,,,,,
4,2,141,1,71,0,1,1,,,,,
4,2,103,1,71,0,1,1,,,,,
4,2,110,1,71,0,1,1,,,,,
4,2,120,1,71,0,1,1,,,,,
4,2,105,1,71,0,1,1,,,,,
4,2,104,1,71,0,1,1,,,,,
4,2,107,1,71,0,1,1,,,,,
4,2,138,1,71,0,1,1,,,,,
5,2,108,1,428,0,1,1,,,,,
5,2,131,1,428,0,1,1,,,,,
5,2,112,1,428,0,1,1,,,,,
5,2,121,1,428,0,1,1,,,,,
5,2,134,1,428,0,1,1,,,,,
5,2,140,1,428,0,1,1,,,,,
5,2,141,1,428,0,1,1,,,,,
5,2,103,1,428,0,1,1,,,,,
5,2,110,1,428,0,1,1,,,,,
5,2,120,1,428,0,1,1,,,,,
5,2,105,1,428,0,1,1,,,,,
5,2,104,1,428,0,1,1,,,,,
5,2,107,1,428,0,1,1,,,,,
5,2,138,1,428,0,1,1,,,,,
10,4,51074,0,10,0,2,2,,,,,
10,4,51104,0,10,0,2,2,,,,,
10,4,51193,0,10,0,2,2,,,,,
10,4,51224,0,10,0,2,2,,,,,
10,4,51394,0,8,0,2,2,,,,,
10,4,51403,0,10,0,2,2,,,,,
10,4,51414,0,10,0,2,2,,,,,
10,4,51474,0,8,0,2,2,,,,,
11,4,51074,0,10,0,10,10,,,,,
11,4,51104,0,10,0,10,10,,,,,
11,4,51193,0,10,0,10,10,,,,,
11,4,51224,0,10,0,10,10,,,,,
11,4,51394,0,8,0,10,10,,,,,
11,4,51403,0,10,0,10,10,,,,,
11,4,51414,0,10,0,10,10,,,,,
11,4,51474,0,8,0,10,10,,,,,
16,4,50494,0,10,0,5,5,,,,,
16,4,51054,0,10,0,5,5,,,,,
16,4,51214,0,10,0,5,5,,,,,
16,4,51284,0,10,0,5,5,,,,,
16,4,51314,0,10,0,5,5,,,,,
16,4,51334,0,10,0,5,5,,,,,
16,4,51344,0,10,0,5,5,,,,,
16,4,51384,0,10,0,5,5,,,,,
17,4,50494,0,10,0,3,3,,,,,
17,4,51054,0,10,0,3,3,,,,,
17,4,51214,0,10,0,3,3,,,,,
17,4,51284,0,10,0,3,3,,,,,
17,4,51314,0,10,0,3,3,,,,,
17,4,51334,0,10,0,3,3,,,,,
17,4,51344,0,10,0,3,3,,,,,
17,4,51384,0,10,0,3,3,,,,,
19,4,10011,0,100,0,1,1,,,,,
19,4,10012,0,100,0,1,1,,,,,
19,4,10013,0,100,0,1,1,,,,,
19,4,10014,0,100,0,1,1,,,,,
19,4,10015,0,100,0,1,1,,,,,
19,4,10021,0,100,0,1,1,,,,,
19,4,10022,0,100,0,1,1,,,,,
19,4,10023,0,1,0,1,1,,,,,
19,4,10024,0,100,0,1,1,,,,,
19,4,10025,0,100,0,1,1,,,,,
19,4,10310,0,100,0,1,1,,,,,
19,4,10311,0,100,0,1,1,,,,,
19,4,10312,0,100,0,1,1,,,,,
19,4,10313,0,100,0,1,1,,,,,
19,4,10314,0,100,0,1,1,,,,,
19,4,10315,0,100,0,1,1,,,,,
19,4,10316,0,100,0,1,1,,,,,
19,4,10317,0,100,0,1,1,,,,,
19,4,10318,0,100,0,1,1,,,,,
19,4,10319,0,100,0,1,1,,,,,
19,4,10320,0,100,0,1,1,,,,,
19,4,10321,0,100,0,1,1,,,,,
19,4,10322,0,100,0,1,1,,,,,
19,4,10323,0,100,0,1,1,,,,,
19,4,10324,0,100,0,1,1,,,,,
19,4,10325,0,100,0,1,1,,,,,
19,4,10350,0,1600,0,1,1,,,,,
19,4,20001,0,200,0,1,1,,,,,
19,4,20101,0,200,0,1,1,,,,,
19,4,20201,0,200,0,1,1,,,,,
19,4,20301,0,200,0,1,1,,,,,
19,4,20002,0,200,0,1,1,,,,,
19,4,20102,0,200,0,1,1,,,,,
19,4,20202,0,200,0,1,1,,,,,
19,4,20302,0,200,0,1,1,,,,,
19,4,20003,0,200,0,1,1,,,,,
19,4,20103,0,200,0,1,1,,,,,
19,4,20203,0,200,0,1,1,,,,,
19,4,20303,0,200,0,1,1,,,,,
19,4,40001,0,1000,0,1,1,,,,,
19,4,40002,0,500,0,1,1,,,,,
19,4,40003,0,400,0,1,1,,,,,
19,4,40004,0,200,0,1,1,,,,,
19,4,10600,0,2000,0,2,2,,,,,
19,4,10601,0,800,0,1,1,,,,,
19,4,10602,0,300,0,1,1,,,,,
20,2,109,1,10,0,1,1,,,,,
20,2,117,1,10,0,1,1,,,,,
20,2,119,1,10,0,1,1,,,,,
20,2,141,1,10,0,1,1,,,,,
21,2,119,1,10,0,1,1,,,,,
22,2,125,1,10,0,1,1,,,,,
23,2,8,1,10,0,1,1,,,,,
24,2,10,1,10,0,1,1,,,,,
24,3,212,0,10,0,1,1,,,,,
25,2,17,1,10,0,1,1,,,,,
25,8,0,0,10,0,10000,10000,,,,,
26,2,3,1,10,0,1,1,,,,,
27,2,1,1,10,0,1,1,,,,,
28,4,52004,0,10,0,0,0,,,,,
28,8,0,0,10,0,8000,8000,,,,,
29,2,1,1,10,0,1,1,,,,,
30,4,10600,0,10,0,3,3,,,,,
31,4,10601,0,10,0,3,3,,,,,
32,4,40001,0,10,0,1,1,,,,,
50,4,10350,0,1600,0,12,12,,,,,
50,4,20002,0,200,0,3,3,,,,,
50,4,20102,0,200,0,3,3,,,,,
50,4,20202,0,200,0,3,3,,,,,
50,4,20302,0,200,0,3,3,,,,,
50,4,20003,0,200,0,3,3,,,,,
50,4,20103,0,200,0,3,3,,,,,
50,4,20203,0,200,0,3,3,,,,,
50,4,20303,0,200,0,3,3,,,,,
50,4,20004,0,200,0,3,3,,,,,
50,4,20104,0,200,0,3,3,,,,,
50,4,20204,0,200,0,3,3,,,,,
50,4,20304,0,200,0,3,3,,,,,
50,4,40001,0,500,0,10,10,,,,,
50,4,40002,0,100,0,10,10,,,,,
50,4,40003,0,20,0,10,10,,,,,
50,4,40004,0,5,0,10,10,,,,,
50,4,10600,0,2000,0,10,10,,,,,
50,4,10601,0,800,0,10,10,,,,,
50,4,10602,0,300,0,10,10,,,,,
101,9,0,0,10,0,36,36,,,,,
102,9,0,0,10,0,0,0,,,,,
103,9,0,0,10,0,0,0,,,,,
104,4,10138,0,10,0,1,1,,,,,
105,4,10601,0,10,0,6,6,,,,,
106,3,112,0,10,0,1,1,,,,,
107,8,0,0,10,0,3666,3666,,,,,
108,4,20001,0,10,0,6,6,,,,,
109,4,10350,0,10,0,5,5,,,,,
110,9,0,0,10,0,166,166,,,,,
111,4,40001,0,10,0,3,3,,,,,
112,4,10350,0,10,0,8,8,,,,,
113,8,0,0,10,0,3666,3666,,,,,
114,9,0,0,10,0,128,128,,,,,
115,4,10601,0,10,0,10,10,,,,,
116,4,20603,0,10,0,1,1,,,,,
117,4,40001,0,10,0,6,6,,,,,
118,8,0,0,10,0,3666,3666,,,,,
119,9,0,0,10,0,66,66,,,,,
120,3,112,0,10,0,1,1,,,,,
121,4,10350,0,10,0,9,9,,,,,
122,4,20403,0,10,0,1,1,,,,,
123,4,10601,0,10,0,16,16,,,,,
124,9,0,0,10,0,126,126,,,,,
125,8,0,0,10,0,3666,3666,,,,,
126,3,112,0,10,0,1,1,,,,,
127,4,10350,0,10,0,10,10,,,,,
128,9,0,0,10,0,128,128,,,,,
129,8,0,0,10,0,3666,3666,,,,,
130,9,0,0,10,0,126,126,,,,,
201,2,8,1,10,0,1,1,,,,,
201,2,9,1,10,0,1,1,,,,,
202,2,8,1,10,0,1,1,,,,,
202,2,9,1,10,0,1,1,,,,,
202,2,10,1,10,0,1,1,,,,,
202,2,11,1,10,0,1,1,,,,,
202,2,12,1,10,0,1,1,,,,,
203,2,8,1,10,0,1,1,,,,,
203,2,9,1,10,0,1,1,,,,,
203,2,10,1,10,0,1,1,,,,,
203,2,11,1,10,0,1,1,,,,,
203,2,12,1,10,0,1,1,,,,,
204,2,10,1,10,0,1,1,,,,,
204,2,11,1,10,0,1,1,,,,,
204,2,12,1,10,0,1,1,,,,,
204,2,117,1,10,0,1,1,,,,,
205,2,117,1,10,0,1,1,,,,,
206,2,117,1,10,0,1,1,,,,,
207,2,8,1,10,0,1,1,,,,,
207,2,9,1,10,0,1,1,,,,,
208,2,8,1,10,0,1,1,,,,,
208,2,9,1,10,0,1,1,,,,,
208,2,10,1,10,0,1,1,,,,,
208,2,11,1,10,0,1,1,,,,,
208,2,12,1,10,0,1,1,,,,,
209,2,8,1,10,0,1,1,,,,,
209,2,9,1,10,0,1,1,,,,,
209,2,10,1,10,0,1,1,,,,,
209,2,11,1,10,0,1,1,,,,,
209,2,12,1,10,0,1,1,,,,,
210,2,10,1,10,0,1,1,,,,,
210,2,11,1,10,0,1,1,,,,,
210,2,12,1,10,0,1,1,,,,,
210,2,117,1,10,0,1,1,,,,,
211,2,117,1,10,0,1,1,,,,,
212,2,117,1,10,0,1,1,,,,,
401,4,10011,0,10,0,1,1,,,,,
401,4,10012,0,10,0,1,1,,,,,
401,4,10013,0,10,0,1,1,,,,,
401,4,10014,0,10,0,1,1,,,,,
401,4,10015,0,10,0,1,1,,,,,
401,4,10021,0,10,0,1,1,,,,,
401,4,10022,0,10,0,1,1,,,,,
401,4,10023,0,10,0,1,1,,,,,
401,4,10024,0,10,0,1,1,,,,,
401,4,10025,0,10,0,1,1,,,,,
401,4,10031,0,10,0,1,1,,,,,
401,4,10032,0,10,0,1,1,,,,,
401,4,10033,0,10,0,1,1,,,,,
401,4,10034,0,10,0,1,1,,,,,
401,4,10035,0,10,0,1,1,,,,,
401,4,10041,0,10,0,1,1,,,,,
401,4,10042,0,10,0,1,1,,,,,
401,4,10043,0,10,0,1,1,,,,,
401,4,10044,0,10,0,1,1,,,,,
401,4,10045,0,10,0,1,1,,,,,
401,4,10051,0,10,0,1,1,,,,,
401,4,10052,0,10,0,1,1,,,,,
401,4,10053,0,10,0,1,1,,,,,
401,4,10054,0,10,0,1,1,,,,,
401,4,10055,0,10,0,1,1,,,,,
402,5,0,0,10,0,300,300,,,,,
403,5,0,0,10,0,3000,3000,,,,,
404,5,0,0,1,0,30000,30000,,,,,
405,9,0,0,100,0,10,10,,,,,
501,4,10011,0,10,0,13,14,,,,,
501,4,10012,0,20,0,13,14,,,,,
502,4,10011,0,10,0,13,14,,,,,
502,4,10012,0,20,0,13,14,,,,,
503,4,10011,0,10,0,13,14,,,,,
503,4,10012,0,20,0,13,14,,,,,
504,4,10013,0,10,0,9,9,,,,,
505,4,10013,0,73,0,9,9,,,,,
505,4,10013,0,27,0,9,9,,,,,
506,4,10013,0,73,0,9,9,,,,,
506,4,10013,0,27,0,9,9,,,,,
507,4,10014,0,10,0,6,6,,,,,
508,4,10014,0,10,0,6,6,,,,,
509,4,10014,0,10,0,6,6,,,,,
510,4,10015,0,80,0,4,4,,,,,
510,4,10015,0,20,0,5,5,,,,,
511,4,10015,0,80,0,4,4,,,,,
511,4,10015,0,20,0,5,5,,,,,
512,4,10015,0,80,0,4,4,,,,,
512,4,10015,0,20,0,5,5,,,,,
513,4,10021,0,10,0,13,14,,,,,
513,4,10022,0,20,0,13,14,,,,,
514,4,10021,0,10,0,13,14,,,,,
514,4,10022,0,20,0,13,14,,,,,
515,4,10021,0,10,0,13,14,,,,,
515,4,10022,0,20,0,13,14,,,,,
516,4,10023,0,10,0,9,9,,,,,
517,4,10023,0,73,0,9,9,,,,,
517,4,10023,0,27,0,9,9,,,,,
518,4,10023,0,73,0,9,9,,,,,
518,4,10023,0,27,0,9,9,,,,,
519,4,10024,0,10,0,6,6,,,,,
520,4,10024,0,10,0,6,6,,,,,
521,4,10024,0,10,0,6,6,,,,,
522,4,10025,0,80,0,4,4,,,,,
522,4,10025,0,20,0,5,5,,,,,
523,4,10025,0,80,0,4,4,,,,,
523,4,10025,0,20,0,5,5,,,,,
524,4,10025,0,80,0,4,4,,,,,
524,4,10025,0,20,0,5,5,,,,,
525,4,20001,0,10,0,2,3,,,,,
525,4,20101,0,10,0,2,3,,,,,
525,4,20201,0,10,0,2,3,,,,,
525,4,20301,0,10,0,2,3,,,,,
526,4,20001,0,10,0,3,4,,,,,
526,4,20101,0,10,0,3,4,,,,,
526,4,20201,0,10,0,3,4,,,,,
526,4,20301,0,10,0,3,4,,,,,
527,4,20001,0,10,0,4,5,,,,,
527,4,20101,0,10,0,4,5,,,,,
527,4,20201,0,10,0,4,5,,,,,
527,4,20301,0,10,0,4,5,,,,,
528,4,20001,0,10,0,5,6,,,,,
528,4,20101,0,10,0,5,6,,,,,
528,4,20201,0,10,0,5,6,,,,,
528,4,20301,0,10,0,5,6,,,,,
529,8,0,0,10,0,300,300,,,,,
530,8,0,0,10,0,600,600,,,,,
531,8,0,0,10,0,900,900,,,,,
532,8,0,0,10,0,1200,1200,,,,,
533,8,0,0,10,0,1500,1500,,,,,
534,8,0,0,10,0,1800,1800,,,,,
535,8,0,0,10,0,2100,2100,,,,,
536,8,0,0,10,0,2400,2400,,,,,
537,8,0,0,10,0,2700,2700,,,,,
538,8,0,0,10,0,3000,3000,,,,,
551,16,0,0,1,0,10,10,,,,,
551,8,0,0,1,0,0,0,,,,,
552,16,0,0,1,0,10,10,,,,,
552,8,0,0,1,0,0,0,,,,,
553,16,0,0,1,0,10,10,,,,,
553,8,0,0,1,0,0,0,,,,,
554,16,0,0,1,0,100,100,,,,,
554,8,0,0,1,0,1000,1000,,,,,
555,16,0,0,1,0,10,10,,,,,
555,8,0,0,1,0,0,0,,,,,
556,16,0,0,1,0,10,10,,,,,
556,8,0,0,1,0,0,0,,,,,
557,16,0,0,1,0,10,10,,,,,
557,8,0,0,1,0,0,0,,,,,
558,16,0,0,1,0,100,100,,,,,
558,8,0,0,1,0,2000,2000,,,,,
559,16,0,0,1,0,10,10,,,,,
559,8,0,0,1,0,0,0,,,,,
560,16,0,0,1,0,10,10,,,,,
560,8,0,0,1,0,0,0,,,,,
561,16,0,0,1,0,10,10,,,,,
561,8,0,0,1,0,0,0,,,,,
562,16,0,0,1,0,200,200,,,,,
562,8,0,0,1,0,5000,5000,,,,,
563,16,0,0,1,0,10,10,,,,,
563,8,0,0,1,0,0,0,,,,,
564,16,0,0,1,0,10,10,,,,,
564,8,0,0,1,0,0,0,,,,,
565,16,0,0,1,0,10,10,,,,,
565,8,0,0,1,0,0,0,,,,,
566,16,0,0,1,0,300,300,,,,,
566,8,0,0,1,0,10000,10000,,,,,
567,16,0,0,1,0,10,10,,,,,
567,8,0,0,1,0,0,0,,,,,
568,16,0,0,1,0,10,10,,,,,
568,8,0,0,1,0,0,0,,,,,
569,16,0,0,1,0,10,10,,,,,
569,8,0,0,1,0,0,0,,,,,
570,16,0,0,1,0,500,500,,,,,
570,8,0,0,1,0,15000,15000,,,,,
599,4,10350,0,50,0,1,1,,,,,
599,4,10600,0,1000,0,1,1,,,,,
599,4,10601,0,100,0,1,1,,,,,
599,4,10602,0,10,0,1,1,,,,,
599,4,20101,0,5,0,1,1,,,,,
599,4,20201,0,5,0,1,1,,,,,
599,4,20301,0,5,0,1,1,,,,,
599,8,0,0,8825,0,0,0,,,,,
601,8,0,0,10,0,1000,1000,,,,,
602,2,13,1,10,0,1,1,,,,,
603,8,0,0,10,0,1200,1200,,,,,
604,3,112,0,10,0,1,1,,,,,
605,8,0,0,10,0,1400,1400,,,,,
606,9,0,0,10,0,50,50,,,,,
607,8,0,0,10,0,1600,1600,,,,,
608,4,10138,0,10,0,1,1,,,,,
609,8,0,0,10,0,1800,1800,,,,,
610,4,52015,0,10,0,5,5,,,,,
611,8,0,0,10,0,2000,2000,,,,,
612,2,66,1,10,0,1,1,,,,,
613,8,0,0,10,0,2200,2200,,,,,
614,3,212,0,10,0,1,1,,,,,
615,8,0,0,10,0,2400,2400,,,,,
616,9,0,0,10,0,60,60,,,,,
617,8,0,0,10,0,2600,2600,,,,,
618,4,10138,0,10,0,1,1,,,,,
619,8,0,0,10,0,2800,2800,,,,,
620,4,52015,0,10,0,5,5,,,,,
621,8,0,0,10,0,3000,3000,,,,,
622,2,9,1,10,0,1,1,,,,,
623,8,0,0,10,0,3200,3200,,,,,
624,3,112,0,10,0,1,1,,,,,
625,8,0,0,10,0,3400,3400,,,,,
626,9,0,0,10,0,70,70,,,,,
627,8,0,0,10,0,3600,3600,,,,,
628,4,10138,0,10,0,1,1,,,,,
629,8,0,0,10,0,3800,3800,,,,,
630,4,52015,0,10,0,5,5,,,,,
631,8,0,0,10,0,4000,4000,,,,,
632,2,12,1,10,0,1,1,,,,,
633,8,0,0,10,0,4200,4200,,,,,
634,3,112,0,10,0,1,1,,,,,
635,8,0,0,10,0,4400,4400,,,,,
636,9,0,0,10,0,80,80,,,,,
637,8,0,0,10,0,4600,4600,,,,,
638,4,10138,0,10,0,2,2,,,,,
