player_id,player_name,player_lv,is_player,hero_id,hero_pos,hero_level,hero_aggr,hero_star,hairCutId,hairColorId,faceId,clothesId,comat,formation,formation_lv,touxiang,honor,1
18,寂寞耶达哦,30,1,200,2,25,21,2,1,6,1,2,11729,1009,2,2013,458,87
18,,30,0,3,4,25,21,1,,,,,,,,,,88
18,,30,0,10,5,25,21,1,,,,,,,,,,89
18,,30,0,34,7,25,21,1,,,,,,,,,,90
18,,30,0,8,9,25,21,1,,,,,,,,,,91
19,巫马光光撒旦,30,1,200,2,25,21,2,0,2,0,1,11734,1003,1,153,464,92
19,,30,0,5,4,25,21,1,,,,,,,,,,93
19,,30,0,12,5,25,21,1,,,,,,,,,,94
19,,30,0,36,6,25,21,1,,,,,,,,,,95
19,,30,0,10,8,25,21,1,,,,,,,,,,96
20,夏洛特摩顿对手,30,1,200,2,25,21,2,2,9,2,0,13172,1003,3,202,457,97
20,,30,0,4,4,25,21,1,,,,,,,,,,98
20,,30,0,11,5,25,21,1,,,,,,,,,,99
20,,30,0,35,6,25,21,1,,,,,,,,,,100
20,,30,0,9,8,25,21,1,,,,,,,,,,101
21,超级无敌,30,1,200,2,25,21,2,0,1,1,0,11851,1003,2,2013,463,102
21,,30,0,3,4,25,21,1,,,,,,,,,,103
21,,30,0,10,5,25,21,1,,,,,,,,,,104
21,,30,0,34,6,25,21,1,,,,,,,,,,105
21,,30,0,8,8,25,21,1,,,,,,,,,,106
22,苏圈圈发呆,30,1,200,1,25,21,2,1,5,2,1,11945,1004,1,33,456,107
22,,30,0,5,3,25,21,1,,,,,,,,,,108
22,,30,0,12,4,25,21,1,,,,,,,,,,109
22,,30,0,36,6,25,21,1,,,,,,,,,,110
22,,30,0,10,8,25,21,1,,,,,,,,,,111
23,佟丶音哦,30,1,200,1,25,21,2,1,6,1,2,12610,1004,2,2013,462,112
23,,30,0,4,3,25,21,1,,,,,,,,,,113
23,,30,0,11,4,25,21,1,,,,,,,,,,114
23,,30,0,35,6,25,21,1,,,,,,,,,,115
23,,30,0,9,8,25,21,1,,,,,,,,,,116
24,Msn我,30,1,200,2,25,21,2,0,2,0,1,11916,1005,1,101,455,117
24,,30,0,3,4,25,21,1,,,,,,,,,,118
24,,30,0,10,6,25,21,1,,,,,,,,,,119
24,,30,0,34,7,25,21,1,,,,,,,,,,120
24,,30,0,8,8,25,21,1,,,,,,,,,,121
25,初音法,30,1,200,2,25,21,2,2,9,2,0,12939,1005,3,2013,461,122
25,,30,0,5,4,25,21,1,,,,,,,,,,123
25,,30,0,12,6,25,21,1,,,,,,,,,,124
25,,30,0,36,7,25,21,1,,,,,,,,,,125
25,,30,0,10,8,25,21,1,,,,,,,,,,126
26,桓光光我,30,1,200,2,25,21,2,0,1,1,0,11161,1009,2,122,454,127
26,,30,0,4,4,25,21,1,,,,,,,,,,128
26,,30,0,11,5,25,21,1,,,,,,,,,,129
26,,30,0,35,7,25,21,1,,,,,,,,,,130
26,,30,0,9,9,25,21,1,,,,,,,,,,131
27,司幽撒旦,30,1,200,2,25,21,2,1,5,2,1,11698,1009,1,141,460,132
27,,30,0,3,4,25,21,1,,,,,,,,,,133
27,,30,0,10,5,25,21,1,,,,,,,,,,134
27,,30,0,34,7,25,21,1,,,,,,,,,,135
27,,30,0,8,9,25,21,1,,,,,,,,,,136
28,star,30,1,200,2,25,21,2,1,6,1,2,11107,1003,2,2013,453,137
28,,30,0,5,4,25,21,1,,,,,,,,,,138
28,,30,0,12,5,25,21,1,,,,,,,,,,139
28,,30,0,36,6,25,21,1,,,,,,,,,,140
28,,30,0,10,8,25,21,1,,,,,,,,,,141
29,玛莎拉蒂,30,1,200,2,25,21,2,0,2,0,1,11432,1003,1,153,459,142
29,,30,0,4,4,25,21,1,,,,,,,,,,143
29,,30,0,11,5,25,21,1,,,,,,,,,,144
29,,30,0,35,6,25,21,1,,,,,,,,,,145
29,,30,0,9,8,25,21,1,,,,,,,,,,146
30,慕克莱拉啊,30,1,200,2,25,21,2,2,9,2,0,12777,1003,3,202,452,147
30,,30,0,3,4,25,21,1,,,,,,,,,,148
30,,30,0,10,5,25,21,1,,,,,,,,,,149
30,,30,0,34,6,25,21,1,,,,,,,,,,150
30,,30,0,8,8,25,21,1,,,,,,,,,,151
31,会飞的鱼发,30,1,200,1,25,21,2,0,1,1,0,12431,1004,2,2013,458,152
31,,30,0,5,3,25,21,1,,,,,,,,,,153
31,,30,0,12,4,25,21,1,,,,,,,,,,154
31,,30,0,36,6,25,21,1,,,,,,,,,,155
31,,30,0,10,8,25,21,1,,,,,,,,,,156
32,笨笨卢修斯rt,30,1,200,1,25,21,2,1,5,2,1,12530,1004,1,33,451,157
32,,30,0,4,3,25,21,1,,,,,,,,,,158
32,,30,0,11,4,25,21,1,,,,,,,,,,159
32,,30,0,35,6,25,21,1,,,,,,,,,,160
32,,30,0,9,8,25,21,1,,,,,,,,,,161
33,红欧尔佳gf,30,1,200,2,25,21,2,1,6,1,2,12663,1005,2,2013,457,162
33,,30,0,3,4,25,21,1,,,,,,,,,,163
33,,30,0,10,6,25,21,1,,,,,,,,,,164
33,,30,0,34,7,25,21,1,,,,,,,,,,165
33,,30,0,8,8,25,21,1,,,,,,,,,,166
34,半醒的狐狸dk,30,1,200,2,25,21,2,0,2,0,1,11659,1005,1,101,450,167
34,,30,0,5,4,25,21,1,,,,,,,,,,168
34,,30,0,12,6,25,21,1,,,,,,,,,,169
34,,30,0,36,7,25,21,1,,,,,,,,,,170
34,,30,0,10,8,25,21,1,,,,,,,,,,171
35,绝夢发,30,1,200,2,25,21,2,2,9,2,0,13014,1009,3,2013,456,172
35,,30,0,4,4,25,21,1,,,,,,,,,,173
35,,30,0,11,5,25,21,1,,,,,,,,,,174
35,,30,0,35,7,25,21,1,,,,,,,,,,175
35,,30,0,9,9,25,21,1,,,,,,,,,,176
36,桃乐丝rt,30,1,200,2,25,21,2,0,1,1,0,11194,1009,2,122,449,177
36,,30,0,3,4,25,21,1,,,,,,,,,,178
36,,30,0,10,5,25,21,1,,,,,,,,,,179
36,,30,0,34,7,25,21,1,,,,,,,,,,180
36,,30,0,8,9,25,21,1,,,,,,,,,,181
37,剑中洛神啊,30,1,200,2,25,21,2,1,5,2,1,12326,1003,1,141,455,182
37,,30,0,5,4,25,21,1,,,,,,,,,,183
37,,30,0,12,5,25,21,1,,,,,,,,,,184
37,,30,0,36,6,25,21,1,,,,,,,,,,185
37,,30,0,10,8,25,21,1,,,,,,,,,,186
38,赫达鲁斯特哦,30,1,200,2,25,21,2,1,6,1,2,11026,1003,2,2013,448,187
38,,30,0,4,4,25,21,1,,,,,,,,,,188
38,,30,0,11,5,25,21,1,,,,,,,,,,189
38,,30,0,35,6,25,21,1,,,,,,,,,,190
38,,30,0,9,8,25,21,1,,,,,,,,,,191
39,熊熊霍恩比c,30,1,200,2,25,21,2,0,2,0,1,12133,1003,1,153,454,192
39,,30,0,3,4,25,21,1,,,,,,,,,,193
39,,30,0,10,5,25,21,1,,,,,,,,,,194
39,,30,0,34,6,25,21,1,,,,,,,,,,195
39,,30,0,8,8,25,21,1,,,,,,,,,,196
40,魅罗莎就,30,1,200,1,25,21,2,2,9,2,0,12346,1004,3,202,447,197
40,,30,0,5,3,25,21,1,,,,,,,,,,198
40,,30,0,12,4,25,21,1,,,,,,,,,,199
40,,30,0,36,6,25,21,1,,,,,,,,,,200
40,,30,0,10,8,25,21,1,,,,,,,,,,201
41,千芸对手,30,1,200,1,25,21,2,0,1,1,0,12312,1004,2,2013,453,202
41,,30,0,4,3,25,21,1,,,,,,,,,,203
41,,30,0,11,4,25,21,1,,,,,,,,,,204
41,,30,0,35,6,25,21,1,,,,,,,,,,205
41,,30,0,9,8,25,21,1,,,,,,,,,,206
42,贝尔丹蒂对手,30,1,200,2,25,21,2,1,5,2,1,11471,1005,1,33,446,207
42,,30,0,3,4,25,21,1,,,,,,,,,,208
42,,30,0,10,6,25,21,1,,,,,,,,,,209
42,,30,0,34,7,25,21,1,,,,,,,,,,210
42,,30,0,8,8,25,21,1,,,,,,,,,,211
43,普登斯佩兴斯u,30,1,200,2,25,21,2,1,6,1,2,12125,1005,2,2013,452,212
43,,30,0,5,4,25,21,1,,,,,,,,,,213
43,,30,0,12,6,25,21,1,,,,,,,,,,214
43,,30,0,36,7,25,21,1,,,,,,,,,,215
43,,30,0,10,8,25,21,1,,,,,,,,,,216
44,牙牙卡特琳撒旦,30,1,200,2,25,21,2,0,2,0,1,11964,1009,1,101,445,217
44,,30,0,4,4,25,21,1,,,,,,,,,,218
44,,30,0,11,5,25,21,1,,,,,,,,,,219
44,,30,0,35,7,25,21,1,,,,,,,,,,220
44,,30,0,9,9,25,21,1,,,,,,,,,,221
45,伊丝结婚,30,1,200,2,25,21,2,2,9,2,0,12575,1009,3,2013,451,222
45,,30,0,3,4,25,21,1,,,,,,,,,,223
45,,30,0,10,5,25,21,1,,,,,,,,,,224
45,,30,0,34,7,25,21,1,,,,,,,,,,225
45,,30,0,8,9,25,21,1,,,,,,,,,,226
46,吉普莉尔撒旦,30,1,200,2,25,21,2,0,1,1,0,12325,1003,2,122,444,227
46,,30,0,5,4,25,21,1,,,,,,,,,,228
46,,30,0,12,5,25,21,1,,,,,,,,,,229
46,,30,0,36,6,25,21,1,,,,,,,,,,230
46,,30,0,10,8,25,21,1,,,,,,,,,,231
47,天葬｀w,30,1,200,2,25,21,2,1,5,2,1,12326,1003,1,141,450,232
47,,30,0,4,4,25,21,1,,,,,,,,,,233
47,,30,0,11,5,25,21,1,,,,,,,,,,234
47,,30,0,35,6,25,21,1,,,,,,,,,,235
47,,30,0,9,8,25,21,1,,,,,,,,,,236
48,一路狂奔V型,30,1,200,2,25,21,2,1,6,1,2,11131,1003,2,2013,443,237
48,,30,0,3,4,25,21,1,,,,,,,,,,238
48,,30,0,10,5,25,21,1,,,,,,,,,,239
48,,30,0,34,6,25,21,1,,,,,,,,,,240
48,,30,0,8,8,25,21,1,,,,,,,,,,241
49,小煜结婚,30,1,200,1,25,21,2,0,2,0,1,12095,1004,1,153,449,242
49,,30,0,5,3,25,21,1,,,,,,,,,,243
49,,30,0,12,4,25,21,1,,,,,,,,,,244
49,,30,0,36,6,25,21,1,,,,,,,,,,245
49,,30,0,10,8,25,21,1,,,,,,,,,,246
50,上帝是个女孩就,30,1,200,1,25,21,2,2,9,2,0,12348,1004,3,202,442,247
50,,30,0,4,3,25,21,1,,,,,,,,,,248
50,,30,0,11,4,25,21,1,,,,,,,,,,249
50,,30,0,35,6,25,21,1,,,,,,,,,,250
50,,30,0,9,8,25,21,1,,,,,,,,,,251
51,碧池对手,29,1,200,2,24,20,2,0,1,1,0,12386,1005,2,2013,448,252
51,,29,0,3,4,24,20,1,,,,,,,,,,253
51,,29,0,10,6,24,20,1,,,,,,,,,,254
51,,29,0,34,7,24,20,1,,,,,,,,,,255
51,,29,0,8,8,24,20,1,,,,,,,,,,256
52,毕凯伦发呆,29,1,200,2,24,20,2,1,5,2,1,12121,1005,1,33,441,257
52,,29,0,5,4,24,20,1,,,,,,,,,,258
52,,29,0,12,6,24,20,1,,,,,,,,,,259
52,,29,0,36,7,24,20,1,,,,,,,,,,260
52,,29,0,10,8,24,20,1,,,,,,,,,,261
53,待天晴如海V型,29,1,200,2,24,20,2,1,6,1,2,10502,1009,2,2013,447,262
53,,29,0,4,4,24,20,1,,,,,,,,,,263
53,,29,0,11,5,24,20,1,,,,,,,,,,264
53,,29,0,35,7,24,20,1,,,,,,,,,,265
53,,29,0,9,9,24,20,1,,,,,,,,,,266
54,灵梦妖V型,29,1,200,2,24,20,2,0,2,0,1,10730,1009,1,101,440,267
54,,29,0,3,4,24,20,1,,,,,,,,,,268
54,,29,0,10,5,24,20,1,,,,,,,,,,269
54,,29,0,34,7,24,20,1,,,,,,,,,,270
54,,29,0,8,9,24,20,1,,,,,,,,,,271
55,仁哥他老,29,1,200,2,24,20,2,2,9,2,0,12080,1003,3,2013,446,272
55,,29,0,5,4,24,20,1,,,,,,,,,,273
55,,29,0,12,5,24,20,1,,,,,,,,,,274
55,,29,0,36,6,24,20,1,,,,,,,,,,275
55,,29,0,10,8,24,20,1,,,,,,,,,,276
56,星陨月落gf,29,1,200,2,24,20,2,0,1,1,0,11483,1003,2,122,439,277
56,,29,0,4,4,24,20,1,,,,,,,,,,278
56,,29,0,11,5,24,20,1,,,,,,,,,,279
56,,29,0,35,6,24,20,1,,,,,,,,,,280
56,,29,0,9,8,24,20,1,,,,,,,,,,281
57,卡卡克拉克工行,29,1,200,2,24,20,2,1,5,2,1,11541,1003,1,141,445,282
57,,29,0,3,4,24,20,1,,,,,,,,,,283
57,,29,0,10,5,24,20,1,,,,,,,,,,284
57,,29,0,34,6,24,20,1,,,,,,,,,,285
57,,29,0,8,8,24,20,1,,,,,,,,,,286
58,UI分隔带,29,1,200,1,24,20,2,1,6,1,2,12098,1004,2,2013,438,287
58,,29,0,5,3,24,20,1,,,,,,,,,,288
58,,29,0,12,4,24,20,1,,,,,,,,,,289
58,,29,0,36,6,24,20,1,,,,,,,,,,290
58,,29,0,10,8,24,20,1,,,,,,,,,,291
59,鲁思朗曼y,29,1,200,1,24,20,2,0,2,0,1,12445,1004,1,153,444,292
59,,29,0,4,3,24,20,1,,,,,,,,,,293
59,,29,0,11,4,24,20,1,,,,,,,,,,294
59,,29,0,35,6,24,20,1,,,,,,,,,,295
59,,29,0,9,8,24,20,1,,,,,,,,,,296
60,口圭口丫,29,1,200,2,24,20,2,2,9,2,0,10969,1005,3,202,437,297
60,,29,0,3,4,24,20,1,,,,,,,,,,298
60,,29,0,10,6,24,20,1,,,,,,,,,,299
60,,29,0,34,7,24,20,1,,,,,,,,,,300
60,,29,0,8,8,24,20,1,,,,,,,,,,301
61,黑猫对手,29,1,200,2,24,20,2,0,1,1,0,11861,1005,2,2013,443,302
61,,29,0,5,4,24,20,1,,,,,,,,,,303
61,,29,0,12,6,24,20,1,,,,,,,,,,304
61,,29,0,36,7,24,20,1,,,,,,,,,,305
61,,29,0,10,8,24,20,1,,,,,,,,,,306
62,罗伦伯特伦让他,29,1,200,2,24,20,2,1,5,2,1,12241,1009,1,33,436,307
62,,29,0,4,4,24,20,1,,,,,,,,,,308
62,,29,0,11,5,24,20,1,,,,,,,,,,309
62,,29,0,35,7,24,20,1,,,,,,,,,,310
62,,29,0,9,9,24,20,1,,,,,,,,,,311
63,笨笨诺伊斯啊,29,1,200,2,24,20,2,1,6,1,2,10684,1009,2,2013,442,312
63,,29,0,3,4,24,20,1,,,,,,,,,,313
63,,29,0,10,5,24,20,1,,,,,,,,,,314
63,,29,0,34,7,24,20,1,,,,,,,,,,315
63,,29,0,8,9,24,20,1,,,,,,,,,,316
64,Tang,29,1,200,2,24,20,2,0,2,0,1,12389,1003,1,101,435,317
64,,29,0,5,4,24,20,1,,,,,,,,,,318
64,,29,0,12,5,24,20,1,,,,,,,,,,319
64,,29,0,36,6,24,20,1,,,,,,,,,,320
64,,29,0,10,8,24,20,1,,,,,,,,,,321
65,绝梦gf,29,1,200,2,24,20,2,2,9,2,0,11354,1003,3,2013,441,322
65,,29,0,4,4,24,20,1,,,,,,,,,,323
65,,29,0,11,5,24,20,1,,,,,,,,,,324
65,,29,0,35,6,24,20,1,,,,,,,,,,325
65,,29,0,9,8,24,20,1,,,,,,,,,,326
66,问世悠哉发呆,29,1,200,2,24,20,2,0,1,1,0,10827,1003,2,122,434,327
66,,29,0,3,4,24,20,1,,,,,,,,,,328
66,,29,0,10,5,24,20,1,,,,,,,,,,329
66,,29,0,34,6,24,20,1,,,,,,,,,,330
66,,29,0,8,8,24,20,1,,,,,,,,,,331
67,安德莉发呆,29,1,200,1,24,20,2,1,5,2,1,10543,1004,1,141,440,332
67,,29,0,5,3,24,20,1,,,,,,,,,,333
67,,29,0,12,4,24,20,1,,,,,,,,,,334
67,,29,0,36,6,24,20,1,,,,,,,,,,335
67,,29,0,10,8,24,20,1,,,,,,,,,,336
68,小羽白求恩啊,29,1,200,1,24,20,2,1,6,1,2,12182,1004,2,2013,433,337
68,,29,0,4,3,24,20,1,,,,,,,,,,338
68,,29,0,11,4,24,20,1,,,,,,,,,,339
68,,29,0,35,6,24,20,1,,,,,,,,,,340
68,,29,0,9,8,24,20,1,,,,,,,,,,341
69,不详的黑猫结婚,29,1,200,2,24,20,2,0,2,0,1,12254,1005,1,153,439,342
69,,29,0,3,4,24,20,1,,,,,,,,,,343
69,,29,0,10,6,24,20,1,,,,,,,,,,344
69,,29,0,34,7,24,20,1,,,,,,,,,,345
69,,29,0,8,8,24,20,1,,,,,,,,,,346
70,巴神马尔兹发呆,29,1,200,2,24,20,2,2,9,2,0,11513,1005,3,202,432,347
70,,29,0,5,4,24,20,1,,,,,,,,,,348
70,,29,0,12,6,24,20,1,,,,,,,,,,349
70,,29,0,36,7,24,20,1,,,,,,,,,,350
70,,29,0,10,8,24,20,1,,,,,,,,,,351
71,柏布莱兹发呆,29,1,200,2,24,20,2,0,1,1,0,10674,1009,2,2013,438,352
71,,29,0,4,4,24,20,1,,,,,,,,,,353
71,,29,0,11,5,24,20,1,,,,,,,,,,354
71,,29,0,35,7,24,20,1,,,,,,,,,,355
71,,29,0,9,9,24,20,1,,,,,,,,,,356
72,浮生丶夢发呆,29,1,200,2,24,20,2,1,5,2,1,12157,1009,1,33,431,357
72,,29,0,3,4,24,20,1,,,,,,,,,,358
72,,29,0,10,5,24,20,1,,,,,,,,,,359
72,,29,0,34,7,24,20,1,,,,,,,,,,360
72,,29,0,8,9,24,20,1,,,,,,,,,,361
73,露露丽思rt,29,1,200,2,24,20,2,1,6,1,2,12191,1003,2,2013,437,362
73,,29,0,5,4,24,20,1,,,,,,,,,,363
73,,29,0,12,5,24,20,1,,,,,,,,,,364
73,,29,0,36,6,24,20,1,,,,,,,,,,365
73,,29,0,10,8,24,20,1,,,,,,,,,,366
74,糯米花香发呆,29,1,200,2,24,20,2,0,2,0,1,10793,1003,1,101,430,367
74,,29,0,4,4,24,20,1,,,,,,,,,,368
74,,29,0,11,5,24,20,1,,,,,,,,,,369
74,,29,0,35,6,24,20,1,,,,,,,,,,370
74,,29,0,9,8,24,20,1,,,,,,,,,,371
75,叔来了啊,29,1,200,2,24,20,2,2,9,2,0,10908,1003,3,2013,436,372
75,,29,0,3,4,24,20,1,,,,,,,,,,373
75,,29,0,10,5,24,20,1,,,,,,,,,,374
75,,29,0,34,6,24,20,1,,,,,,,,,,375
75,,29,0,8,8,24,20,1,,,,,,,,,,376
76,滟天y,29,1,200,1,24,20,2,0,1,1,0,11502,1004,2,122,429,377
76,,29,0,5,3,24,20,1,,,,,,,,,,378
76,,29,0,12,4,24,20,1,,,,,,,,,,379
76,,29,0,36,6,24,20,1,,,,,,,,,,380
76,,29,0,10,8,24,20,1,,,,,,,,,,381
77,琼罗利撒旦,29,1,200,1,24,20,2,1,5,2,1,10916,1004,1,141,435,382
77,,29,0,4,3,24,20,1,,,,,,,,,,383
77,,29,0,11,4,24,20,1,,,,,,,,,,384
77,,29,0,35,6,24,20,1,,,,,,,,,,385
77,,29,0,9,8,24,20,1,,,,,,,,,,386
78,云贝蒂啊,29,1,200,2,24,20,2,1,6,1,2,11201,1005,2,2013,428,387
78,,29,0,3,4,24,20,1,,,,,,,,,,388
78,,29,0,10,6,24,20,1,,,,,,,,,,389
78,,29,0,34,7,24,20,1,,,,,,,,,,390
78,,29,0,8,8,24,20,1,,,,,,,,,,391
79,艾琳诺里琴斯就,29,1,200,2,24,20,2,0,2,0,1,11654,1005,1,153,434,392
79,,29,0,5,4,24,20,1,,,,,,,,,,393
79,,29,0,12,6,24,20,1,,,,,,,,,,394
79,,29,0,36,7,24,20,1,,,,,,,,,,395
79,,29,0,10,8,24,20,1,,,,,,,,,,396
80,埃达普尔,29,1,200,2,24,20,2,2,9,2,0,11194,1009,3,202,427,397
80,,29,0,4,4,24,20,1,,,,,,,,,,398
80,,29,0,11,5,24,20,1,,,,,,,,,,399
80,,29,0,35,7,24,20,1,,,,,,,,,,400
80,,29,0,9,9,24,20,1,,,,,,,,,,401
81,范波比e,29,1,200,2,24,20,2,0,1,1,0,12326,1009,2,2013,433,402
81,,29,0,3,4,24,20,1,,,,,,,,,,403
81,,29,0,10,5,24,20,1,,,,,,,,,,404
81,,29,0,34,7,24,20,1,,,,,,,,,,405
81,,29,0,8,9,24,20,1,,,,,,,,,,406
82,苍穹伊夫琳gf,29,1,200,2,24,20,2,1,5,2,1,10665,1003,1,33,426,407
82,,29,0,5,4,24,20,1,,,,,,,,,,408
82,,29,0,12,5,24,20,1,,,,,,,,,,409
82,,29,0,36,6,24,20,1,,,,,,,,,,410
82,,29,0,10,8,24,20,1,,,,,,,,,,411
83,幕后黑手发呆,29,1,200,2,24,20,2,1,6,1,2,11471,1003,2,2013,432,412
83,,29,0,4,4,24,20,1,,,,,,,,,,413
83,,29,0,11,5,24,20,1,,,,,,,,,,414
83,,29,0,35,6,24,20,1,,,,,,,,,,415
83,,29,0,9,8,24,20,1,,,,,,,,,,416
84,清音柔体,29,1,200,2,24,20,2,0,2,0,1,10796,1003,1,101,425,417
84,,29,0,3,4,24,20,1,,,,,,,,,,418
84,,29,0,10,5,24,20,1,,,,,,,,,,419
84,,29,0,34,6,24,20,1,,,,,,,,,,420
84,,29,0,8,8,24,20,1,,,,,,,,,,421
85,VVVVVdk,29,1,200,1,24,20,2,2,9,2,0,10808,1004,3,2013,431,422
85,,29,0,5,3,24,20,1,,,,,,,,,,423
85,,29,0,12,4,24,20,1,,,,,,,,,,424
85,,29,0,36,6,24,20,1,,,,,,,,,,425
85,,29,0,10,8,24,20,1,,,,,,,,,,426
86,浊酒倾觞法,29,1,200,1,24,20,2,0,1,1,0,12024,1004,2,122,424,427
86,,29,0,4,3,24,20,1,,,,,,,,,,428
86,,29,0,11,4,24,20,1,,,,,,,,,,429
86,,29,0,35,6,24,20,1,,,,,,,,,,430
86,,29,0,9,8,24,20,1,,,,,,,,,,431
87,岁月u,29,1,200,2,24,20,2,1,5,2,1,10845,1005,1,141,430,432
87,,29,0,3,4,24,20,1,,,,,,,,,,433
87,,29,0,10,6,24,20,1,,,,,,,,,,434
