id,atlas_type,type,type_name,sheet,sheet_name,hero_id,hero_star,attr_type,attr_value,comat,des1,des2
99,2,1,sheet_atlas.type21,3,sheet_atlas.sheet2003,213,0,,,1,,
100,2,1,sheet_atlas.type21,3,sheet_atlas.sheet2003,313,0,,,1,,
101,2,1,sheet_atlas.type21,3,sheet_atlas.sheet2003,413,0,,,1,,
102,2,1,sheet_atlas.type21,3,sheet_atlas.sheet2003,513,0,,,1,,
103,2,1,sheet_atlas.type21,3,sheet_atlas.sheet2003,123,0,,,1,,
104,2,1,sheet_atlas.type21,3,sheet_atlas.sheet2003,223,0,,,1,,
105,2,1,sheet_atlas.type21,3,sheet_atlas.sheet2003,323,0,,,1,,
106,2,1,sheet_atlas.type21,3,sheet_atlas.sheet2003,423,0,,,1,,
107,2,1,sheet_atlas.type21,3,sheet_atlas.sheet2003,523,0,,,1,,
108,2,1,sheet_atlas.type21,3,sheet_atlas.sheet2003,133,0,,,1,,
109,2,1,sheet_atlas.type21,3,sheet_atlas.sheet2003,233,0,,,1,,
110,2,1,sheet_atlas.type21,3,sheet_atlas.sheet2003,333,0,,,1,,
111,2,1,sheet_atlas.type21,3,sheet_atlas.sheet2003,433,0,,,1,,
112,2,1,sheet_atlas.type21,3,sheet_atlas.sheet2003,533,0,,,1,,
113,2,1,sheet_atlas.type21,4,sheet_atlas.sheet2004,114,0,,,1,,
114,2,1,sheet_atlas.type21,4,sheet_atlas.sheet2004,214,0,,,1,,
115,2,1,sheet_atlas.type21,4,sheet_atlas.sheet2004,314,0,,,1,,
116,2,1,sheet_atlas.type21,4,sheet_atlas.sheet2004,414,0,,,1,,
117,2,1,sheet_atlas.type21,4,sheet_atlas.sheet2004,514,0,,,1,,
118,2,1,sheet_atlas.type21,4,sheet_atlas.sheet2004,124,0,,,1,,
119,2,1,sheet_atlas.type21,4,sheet_atlas.sheet2004,224,0,,,1,,
120,2,1,sheet_atlas.type21,4,sheet_atlas.sheet2004,324,0,,,1,,
121,2,1,sheet_atlas.type21,4,sheet_atlas.sheet2004,424,0,,,1,,
122,2,1,sheet_atlas.type21,4,sheet_atlas.sheet2004,524,0,,,1,,
123,2,1,sheet_atlas.type21,4,sheet_atlas.sheet2004,134,0,,,1,,
124,2,1,sheet_atlas.type21,4,sheet_atlas.sheet2004,234,0,,,1,,
125,2,1,sheet_atlas.type21,4,sheet_atlas.sheet2004,334,0,,,1,,
126,2,1,sheet_atlas.type21,4,sheet_atlas.sheet2004,434,0,,,1,,
127,2,1,sheet_atlas.type21,4,sheet_atlas.sheet2004,534,0,,,1,,
128,2,1,sheet_atlas.type21,5,sheet_atlas.sheet2005,115,0,,,1,,
129,2,1,sheet_atlas.type21,5,sheet_atlas.sheet2005,215,0,,,1,,
130,2,1,sheet_atlas.type21,5,sheet_atlas.sheet2005,315,0,,,1,,
131,2,1,sheet_atlas.type21,5,sheet_atlas.sheet2005,415,0,,,1,,
132,2,1,sheet_atlas.type21,5,sheet_atlas.sheet2005,515,0,,,1,,
133,2,1,sheet_atlas.type21,5,sheet_atlas.sheet2005,125,0,,,1,,
134,2,1,sheet_atlas.type21,5,sheet_atlas.sheet2005,225,0,,,1,,
135,2,1,sheet_atlas.type21,5,sheet_atlas.sheet2005,325,0,,,1,,
136,2,1,sheet_atlas.type21,5,sheet_atlas.sheet2005,425,0,,,1,,
137,2,1,sheet_atlas.type21,5,sheet_atlas.sheet2005,525,0,,,1,,
138,2,1,sheet_atlas.type21,5,sheet_atlas.sheet2005,135,0,,,1,,
139,2,1,sheet_atlas.type21,5,sheet_atlas.sheet2005,235,0,,,1,,
140,2,1,sheet_atlas.type21,5,sheet_atlas.sheet2005,335,0,,,1,,
141,2,1,sheet_atlas.type21,5,sheet_atlas.sheet2005,435,0,,,1,,
142,2,1,sheet_atlas.type21,5,sheet_atlas.sheet2005,535,0,,,1,,
143,3,1,sheet_atlas.type31,101,sheet_atlas.sheet3001,20001,0,,,1,,
144,3,1,sheet_atlas.type31,101,sheet_atlas.sheet3001,20002,0,,,1,,
145,3,1,sheet_atlas.type31,101,sheet_atlas.sheet3001,20003,0,,,1,,
146,3,1,sheet_atlas.type31,101,sheet_atlas.sheet3001,20004,0,,,1,,
147,3,1,sheet_atlas.type31,101,sheet_atlas.sheet3001,20005,0,,,1,,
148,3,1,sheet_atlas.type31,101,sheet_atlas.sheet3001,20006,0,,,1,,
149,3,1,sheet_atlas.type31,101,sheet_atlas.sheet3001,20007,0,,,1,,
150,3,1,sheet_atlas.type31,101,sheet_atlas.sheet3001,20008,0,,,1,,
151,3,1,sheet_atlas.type31,101,sheet_atlas.sheet3001,20009,0,,,1,,
152,3,1,sheet_atlas.type31,101,sheet_atlas.sheet3001,20010,0,,,1,,
153,3,1,sheet_atlas.type31,101,sheet_atlas.sheet3001,20101,0,,,1,,
154,3,1,sheet_atlas.type31,101,sheet_atlas.sheet3001,20102,0,,,1,,
155,3,1,sheet_atlas.type31,101,sheet_atlas.sheet3001,20103,0,,,1,,
156,3,1,sheet_atlas.type31,101,sheet_atlas.sheet3001,20104,0,,,1,,
157,3,1,sheet_atlas.type31,101,sheet_atlas.sheet3001,20105,0,,,1,,
158,3,1,sheet_atlas.type31,101,sheet_atlas.sheet3001,20106,0,,,1,,
159,3,1,sheet_atlas.type31,101,sheet_atlas.sheet3001,20107,0,,,1,,
160,3,1,sheet_atlas.type31,101,sheet_atlas.sheet3001,20108,0,,,1,,
161,3,1,sheet_atlas.type31,101,sheet_atlas.sheet3001,20109,0,,,1,,
162,3,1,sheet_atlas.type31,101,sheet_atlas.sheet3001,20110,0,,,1,,
163,3,1,sheet_atlas.type31,101,sheet_atlas.sheet3001,20201,0,,,1,,
164,3,1,sheet_atlas.type31,101,sheet_atlas.sheet3001,20202,0,,,1,,
165,3,1,sheet_atlas.type31,101,sheet_atlas.sheet3001,20203,0,,,1,,
166,3,1,sheet_atlas.type31,101,sheet_atlas.sheet3001,20204,0,,,1,,
167,3,1,sheet_atlas.type31,101,sheet_atlas.sheet3001,20205,0,,,1,,
168,3,1,sheet_atlas.type31,101,sheet_atlas.sheet3001,20206,0,,,1,,
169,3,1,sheet_atlas.type31,101,sheet_atlas.sheet3001,20207,0,,,1,,
170,3,1,sheet_atlas.type31,101,sheet_atlas.sheet3001,20208,0,,,1,,
171,3,1,sheet_atlas.type31,101,sheet_atlas.sheet3001,20209,0,,,1,,
172,3,1,sheet_atlas.type31,101,sheet_atlas.sheet3001,20210,0,,,1,,
173,3,1,sheet_atlas.type31,101,sheet_atlas.sheet3001,20301,0,,,1,,
174,3,1,sheet_atlas.type31,101,sheet_atlas.sheet3001,20302,0,,,1,,
175,3,1,sheet_atlas.type31,101,sheet_atlas.sheet3001,20303,0,,,1,,
176,3,1,sheet_atlas.type31,101,sheet_atlas.sheet3001,20304,0,,,1,,
177,3,1,sheet_atlas.type31,101,sheet_atlas.sheet3001,20305,0,,,1,,
178,3,1,sheet_atlas.type31,101,sheet_atlas.sheet3001,20306,0,,,1,,
179,3,1,sheet_atlas.type31,101,sheet_atlas.sheet3001,20307,0,,,1,,
180,3,1,sheet_atlas.type31,101,sheet_atlas.sheet3001,20308,0,,,1,,
181,3,1,sheet_atlas.type31,101,sheet_atlas.sheet3001,20309,0,,,1,,
182,3,1,sheet_atlas.type31,101,sheet_atlas.sheet3001,20310,0,,,1,,
183,3,1,sheet_atlas.type31,101,sheet_atlas.sheet3001,20401,0,,,1,,
184,3,1,sheet_atlas.type31,101,sheet_atlas.sheet3001,20402,0,,,1,,
185,3,1,sheet_atlas.type31,101,sheet_atlas.sheet3001,20403,0,,,1,,
186,3,1,sheet_atlas.type31,101,sheet_atlas.sheet3001,20404,0,,,1,,
187,3,1,sheet_atlas.type31,101,sheet_atlas.sheet3001,20405,0,,,1,,
188,3,1,sheet_atlas.type31,101,sheet_atlas.sheet3001,20406,0,,,1,,
189,3,1,sheet_atlas.type31,101,sheet_atlas.sheet3001,20407,0,,,1,,
190,3,1,sheet_atlas.type31,101,sheet_atlas.sheet3001,20408,0,,,1,,
191,3,1,sheet_atlas.type31,101,sheet_atlas.sheet3001,20409,0,,,1,,
192,3,1,sheet_atlas.type31,101,sheet_atlas.sheet3001,20410,0,,,1,,
193,3,1,sheet_atlas.type31,101,sheet_atlas.sheet3001,20501,0,,,1,,
194,3,1,sheet_atlas.type31,101,sheet_atlas.sheet3001,20502,0,,,1,,
195,3,1,sheet_atlas.type31,101,sheet_atlas.sheet3001,20503,0,,,1,,
196,3,1,sheet_atlas.type31,101,sheet_atlas.sheet3001,20504,0,,,1,,
197,3,1,sheet_atlas.type31,101,sheet_atlas.sheet3001,20505,0,,,1,,
198,3,1,sheet_atlas.type31,101,sheet_atlas.sheet3001,20506,0,,,1,,
199,3,1,sheet_atlas.type31,101,sheet_atlas.sheet3001,20507,0,,,1,,
200,3,1,sheet_atlas.type31,101,sheet_atlas.sheet3001,20508,0,,,1,,
201,3,1,sheet_atlas.type31,101,sheet_atlas.sheet3001,20509,0,,,1,,
202,3,1,sheet_atlas.type31,101,sheet_atlas.sheet3001,20510,0,,,1,,
203,3,1,sheet_atlas.type31,101,sheet_atlas.sheet3001,20601,0,,,1,,
204,3,1,sheet_atlas.type31,101,sheet_atlas.sheet3001,20602,0,,,1,,
205,3,1,sheet_atlas.type31,101,sheet_atlas.sheet3001,20603,0,,,1,,
206,3,1,sheet_atlas.type31,101,sheet_atlas.sheet3001,20604,0,,,1,,
207,3,1,sheet_atlas.type31,101,sheet_atlas.sheet3001,20605,0,,,1,,
208,3,1,sheet_atlas.type31,101,sheet_atlas.sheet3001,20606,0,,,1,,
209,3,1,sheet_atlas.type31,101,sheet_atlas.sheet3001,20607,0,,,1,,
210,3,1,sheet_atlas.type31,101,sheet_atlas.sheet3001,20608,0,,,1,,
211,3,1,sheet_atlas.type31,101,sheet_atlas.sheet3001,20609,0,,,1,,
212,3,1,sheet_atlas.type31,101,sheet_atlas.sheet3001,20610,0,,,1,,
213,3,1,sheet_atlas.type31,101,sheet_atlas.sheet3001,20901,0,,,1,,
214,3,1,sheet_atlas.type31,101,sheet_atlas.sheet3001,20902,0,,,1,,
215,3,1,sheet_atlas.type31,101,sheet_atlas.sheet3001,20903,0,,,1,,
216,3,1,sheet_atlas.type31,101,sheet_atlas.sheet3001,20904,0,,,1,,
217,3,1,sheet_atlas.type31,101,sheet_atlas.sheet3001,20905,0,,,1,,
218,3,1,sheet_atlas.type31,101,sheet_atlas.sheet3001,20906,0,,,1,,
219,3,1,sheet_atlas.type31,101,sheet_atlas.sheet3001,20907,0,,,1,,
220,3,1,sheet_atlas.type31,101,sheet_atlas.sheet3001,20908,0,,,1,,
221,3,1,sheet_atlas.type31,101,sheet_atlas.sheet3001,20909,0,,,1,,
222,3,1,sheet_atlas.type31,101,sheet_atlas.sheet3001,20910,0,,,1,,
223,3,1,sheet_atlas.type31,103,sheet_atlas.sheet3003,40001,0,,,1,,
224,3,1,sheet_atlas.type31,103,sheet_atlas.sheet3003,40002,0,,,1,,
225,3,1,sheet_atlas.type31,103,sheet_atlas.sheet3003,40003,0,,,1,,
226,3,1,sheet_atlas.type31,103,sheet_atlas.sheet3003,40004,0,,,1,,
